id;date;lat;lon;pest;intensity;intensity_nor_ha;ndvi;ndwi;ndmi;gndvi;reci;red;nir;date_used;image_path;cloud_percentage;temp_mean;precip_sum;wind_mean;cloud_mean;pressure_mean;rh_mean;dewpoint_mean;intensity_text
2312;7.9.2023;50.143552;14.280501;hraboš polní;1;690;0.7720891824938068;-0.692429022082019;0.2;0.692429022082019;1.2705314009661834;414.0;3219.0;10.9.2023;sentinel_data/S2L2A_RGB_2023-09-10_50.143552_14.280501_128x128.png;0.001194;18.808333333333334;0.0;9.691666666666666;0.0;1023.4958333333332;68.41666666666667;12.025;s výskytom
385;13.2.2023;49.176404;17.488224;hraboš polní;1;210;0.680577849117175;-0.6207430340557275;0.3365246529439923;0.6207430340557275;0.9283919597989948;796.0;4188.0;9.2.2023;sentinel_data/S2L2A_RGB_2023-02-09_49.176404_17.488224_128x128.png;0.05984;1.5416666666666667;0.0;3.25;96.04166666666669;1038.525;92.45833333333331;0.3625;s výskytom
3604;31.1.2024;49.913384;15.448844;hraboš polní;1;60;0.7147722435078757;-0.6644628099173554;0.467662597923119;0.6644628099173554;1.3223880597014928;670.0;4028.0;28.1.2024;sentinel_data/S2L2A_RGB_2024-01-28_49.913384_15.448844_128x128.png;0.138388;2.75;0.5;7.650000000000001;90.54166666666669;1033.4666666666665;90.58333333333331;0.9583333333333334;s výskytom
1285;30.5.2023;49.09111;16.178398;hraboš polní;0;0;0.2224699063753901;-0.3414872798434442;-0.0935537190082644;0.3414872798434442;0.283256880733945;1744.0;2742.0;27.5.2023;sentinel_data/S2L2A_RGB_2023-05-27_49.091110_16.178398_128x128.png;4.595922;16.462500000000002;0.0;12.908333333333331;58.91666666666666;1019.9125;53.41666666666666;6.604166666666667;bez výskytu
2911;3.10.2023;50.691822;15.207404;hraboš polní;1;60;0.8722627737226277;-0.7848651783125543;0.20234375;0.7848651783125543;3.271428571428572;210.0;3078.0;2.10.2023;sentinel_data/S2L2A_RGB_2023-10-02_50.691822_15.207404_128x128.png;9.625433;16.025000000000002;5.8;13.75;56.91666666666666;1017.2541666666666;75.75;11.495833333333332;s výskytom
1454;7.6.2023;50.01004;14.233484;hraboš polní;0;0;0.829733163913596;-0.7021276595744681;0.3904087544254908;0.7021276595744681;1.7611940298507465;402.0;4320.0;4.6.2023;sentinel_data/S2L2A_RGB_2023-06-04_50.010040_14.233484_128x128.png;0.000798;16.5125;5.4;7.75;92.5;1017.7208333333332;84.0;13.629166666666668;bez výskytu
4442;2.5.2024;50.010527;14.225966;hraboš polní;0;0;0.3166109253065775;-0.3708647707486941;-0.0046354825115887;0.3708647707486941;0.2789559543230016;1226.0;2362.0;27.4.2024;sentinel_data/S2L2A_RGB_2024-04-27_50.010527_14.225966_128x128.png;0.969303;18.1625;0.0;22.6125;21.25;1004.3916666666668;53.625;8.329166666666666;bez výskytu
1548;27.6.2023;49.545264;16.702318;hraboš polní;0;0;0.4462869502523431;-0.4777163904235727;0.0840313428803026;0.4777163904235727;0.376953125;1536.0;4012.0;26.6.2023;sentinel_data/S2L2A_RGB_2023-06-26_49.545264_16.702318_128x128.png;12.238751;17.579166666666666;0.1;14.854166666666666;68.875;1015.2666666666668;66.79166666666667;10.825;bez výskytu
1810;10.8.2023;49.446018;14.027016;hraboš polní;1;20;0.1691498685363716;-0.2831035588329593;-0.2081519588444796;0.2831035588329593;0.1589310829817158;1422.0;2001.0;11.8.2023;sentinel_data/S2L2A_RGB_2023-08-11_49.446018_14.027016_128x128.png;0.921438;15.241666666666667;0.0;4.733333333333333;45.583333333333336;1021.3125;67.45833333333333;8.358333333333333;s výskytom
790;13.4.2023;50.393644;15.193015;hraboš polní;1;26;0.7281947261663286;-0.5978994748687172;0.2678571428571428;0.5978994748687172;1.5253731343283583;335.0;2130.0;10.4.2023;sentinel_data/S2L2A_RGB_2023-04-10_50.393644_15.193015_128x128.png;15.553804;7.754166666666666;5.800000000000001;5.970833333333332;100.0;1006.0916666666666;82.33333333333333;4.25;s výskytom
